Date,SST,TimeIndex,Trend,Anomaly
2022-02-28,27.52690671681427,85,26.358464653353593,1.1684420634606774
2022-03-31,28.311538998341334,86,26.3737639582703,1.9377750400710347
2022-04-30,27.89272342349011,87,26.389063263187005,1.503660160303106
2022-05-31,27.017087515131838,88,26.40436256810371,0.6127249470281271
2022-06-30,26.701105292573075,89,26.419661873020416,0.2814434195526587
2022-07-31,25.801436061756025,90,26.434961177937122,-0.6335251161810973
2022-08-31,25.61783165524238,91,26.450260482853828,-0.832428827611448
2022-09-30,24.765397249844018,92,26.465559787770534,-1.7001625379265164
2022-10-31,25.13292224576827,93,26.48085909268724,-1.3479368469189694
2022-11-30,25.672988671520248,94,26.496158397603942,-0.8231697260836945
2022-12-31,26.01123267620934,95,26.511457702520648,-0.500225026311309
2023-01-31,27.481893488977093,96,26.526757007437354,0.9551364815397392
2023-02-28,28.03371231538895,97,26.54205631235406,1.4916560030348904
2023-03-31,28.149104206186397,98,26.557355617270765,1.5917485889156318
2023-04-30,27.869068798545086,99,26.57265492218747,1.2964138763576152
2023-05-31,26.864523972087397,100,26.587954227104177,0.2765697449832203
2023-06-30,26.529220862490497,101,26.603253532020883,-0.07403266953038568
2023-07-31,25.82719990767501,102,26.61855283693759,-0.7913529292625796
2023-08-31,25.111143423609484,103,26.633852141854295,-1.522708718244811
2023-09-30,25.18338487499746,104,26.649151446771,-1.465766571773539
2023-10-31,25.6272881194021,105,26.664450751687706,-1.0371626322856073
2023-11-30,26.78598696552623,106,26.679750056604412,0.1062369089218187
2023-12-31,26.86815045286383,107,26.695049361521114,0.17310109134271556
2024-01-31,27.668146206709274,108,26.71034866643782,0.9577975402714536
2024-02-29,28.101192512479436,109,26.725647971354526,1.3755445411249099
2024-03-31,27.581231009678703,110,26.740947276271232,0.8402837334074711
2024-04-30,28.153978773984367,111,26.756246581187938,1.397732192796429
2024-05-31,27.65644502515288,112,26.771545886104644,0.8848991390482368
2024-06-30,27.88445650885966,113,26.78684519102135,1.097611317838311
2024-07-31,26.089022000642174,114,26.802144495938055,-0.713122495295881
2024-08-31,25.754353940500486,115,26.81744380085476,-1.0630898603542747
2024-09-30,25.435695124050675,116,26.832743105771467,-1.3970479817207924
2024-10-31,25.19987723389738,117,26.848042410688173,-1.648165176790794
2024-11-30,26.690322403116934,118,26.86334171560488,-0.1730193124879449
2024-12-31,27.30077321307471,119,26.878641020521584,0.42213219255312495
